กรอก Room ID,กรอก Code,อัปโหลดรูปที่แคปมา,หัวข้อสนทนา (Topic),คุณเรียกความสัมพันธ์นี้อย่างไร ? (How do you call your relationship ?),"ให้คะแนนระดับความสนิทสนม ความไว้เนื้อเชื่อใจ (Closeness, Trust and Commitment)","ให้คะแนนระดับการให้เกียรติ การให้ความเคารพ (Authority,  and Respect)",กรอกลิงค์บทสนากรุณากรอก url ในรูปแบบดังนี้ http://181.215.78.221:5000/chat_room/{ตัวเลขห้อง},ยินยอมเงื่อนไขที่กล่าวมาข้างต้นหรือไม่ ?
1058,3cd46ec53a,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ccb617e0909457439eb3c9dc3b1470d9_---_messageImage_1673227365312.jpg,สัตว์เลี้ยง,คนในครอบครัว (Family),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1058,ยินยอม
1060,03c4d607e5,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ff8c2ef76136e4127b423a1800619268_---_S__35487750.jpg,สภาพอากาศ,คนในครอบครัว (Family),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1060,ยินยอม
1061,0a91dbbb57b,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/8cd12d753e2de2dfdeaf64dfcfd659ef_---_S__35487750.jpg,มลพิษทางอากาศ,คนในครอบครัว (Family),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1061,ยินยอม
1063,11aa7f9fc8,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ce1168b9f389fdd66aa78f3bd445f88e_---_S__35487750.jpg,ออกกำลังกายและฟิตเนส,คนในครอบครัว (Family),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1063,ยินยอม
1075,1e24057054,https://www.api.wang.in.th:3001/static/pictures/answer/62a3dc92a389917c03b905bf/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7fbe09ec1d57f755948f65e22e7db32b_---_S__35487750.jpg,ชีวิตครอบครัว,เพื่อน (Friend),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1075,ยินยอม
1087,14d845261e,https://www.api.wang.in.th:3001/static/pictures/answer/629a863adb9699593781a19f/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/4c1ad00a283c40c050c644bdc83e960e_---_S__22405147.jpg,อาชญากรรม,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1087,ยินยอม
1118,9babc4d56,https://www.api.wang.in.th:3001/static/pictures/answer/619a02be958173297aedd21a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/c47bb205857b73516dd53d104537df3d_---_%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B9%89%E0%B8%A2%E0%B8%87%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%81.png,ดูแลเด็ก,เพื่อนร่วมงาน (Work colleague),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1118,ยินยอม
1131,f0710bd006,https://www.api.wang.in.th:3001/static/pictures/answer/619a02be958173297aedd21a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/df509028be5c6b0b989454a45f3d9006_---_%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%9A%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7.png,ชีวิตครอบครัว,เพื่อน (Friend),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1131,ยินยอม
1152,88e659b329,https://www.api.wang.in.th:3001/static/pictures/answer/63bfa9a64c49fe172593a02f/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2cb2558cc9e5003061ca782770de1f8e_---_IMG_20230112_142737.jpg,การทำสวน,เพื่อน (Friend),แค่คนรู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/1152,ยินยอม
1151,"d5694758e7
",https://www.api.wang.in.th:3001/static/pictures/answer/619a02be958173297aedd21a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/d41f376d7e15c1539db4e95b0131ee36_---_%E0%B8%94%E0%B8%99%E0%B8%95%E0%B8%A3%E0%B8%B5.jpg,ดนตรี,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1151,ยินยอม
1172,4758c16779,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/0c617892b0dafd604fdd9e0d8ef4f2d6_---_Screenshot%202023-01-12%20162649.png,หนังสือและวรรณคดี,เพื่อนร่วมงาน (Work colleague),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1172,ยินยอม
1177,ed84efab71,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/64d0adad39a0802f4a0e25431fab2b12_---_Screenshot%202023-01-12%20165429.png,การทำสวน,เพื่อน (Friend),ไม่รู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1177,ยินยอม
1182,ac8599a6c8,https://www.api.wang.in.th:3001/static/pictures/answer/63bfd8634c2c32373dd26142/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/c41c70e52a4f0e8ce51c1837f19222d7_---_Screenshot%202023-01-12%20at%2018.06.47.png,เสื้อผ้าและเครื่องแต่งกาย,เพื่อน (Friend),บอกไม่ได้,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1182,ยินยอม
1183,6b5e52245a,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/9353e695f4893a6caf9d3ffd0f2efcd0_---_325312470_489945919973394_5292310214756687311_n.jpg,ร้านอาหาร,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1183,ยินยอม
1187,102a431a00,https://www.api.wang.in.th:3001/static/pictures/answer/63bfd8634c2c32373dd26142/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/f370c4f8c1d35b52b0633f453ce784df_---_Screenshot%202023-01-12%20at%2018.19.20.png,สภาพอากาศ,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1187,ยินยอม
1185,5502bc9056,https://www.api.wang.in.th:3001/static/pictures/answer/63bf67f8981bd6163bd46ad9/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/eb391bb8668ebfec1a410edee24bdf59_---_food.png,ร้านอาหาร,เพื่อน (Friend),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1185,ยินยอม
1188,8a5c05ec08,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/06ec9f5c3d11a1da5b02a16341958a1e_---_325187376_733125671571928_9075404961434550727_n.jpg,ฟุตบอล,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1188,ยินยอม
1191,319fd7de53,https://www.api.wang.in.th:3001/static/pictures/answer/63bfd8634c2c32373dd26142/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/c218b85ff8fcd4262019885f063a99e0_---_Screenshot%202023-01-12%20at%2018.38.10.png,คอมพิวเตอร์,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1191,ยินยอม
1184,7aa0b53961,https://www.api.wang.in.th:3001/static/pictures/answer/61d5edb43c788c7d68b47b58/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/87c63e21b74c3d5d2dfdf659c65e4b73_---_Screen%20Shot%202566-01-12%20at%2018.32.01.png,ดนตรี,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1184,ยินยอม
1214,805018e48f,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/d85cf423c2363930427f857f62b2c200_---_324533442_540750531328539_1129993797992489510_n.jpg,การเลือกวิทยาลัย,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1214,ยินยอม
1215,e3bd85d777,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/9bd342a407b62f09d1ddfd1752c9bcd4_---_Screenshot%202023-01-12%20205326.png,ดนตรี,คู่รัก (Love Partner),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1215,ยินยอม
1230,71afd9b79c,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/19d3d1323c14630b998e19804c856bab_---_Screenshot%202023-01-12%20212036.png,เสื้อผ้าและเครื่องแต่งกาย,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1230,ยินยอม
1235,46b215c9a5,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/0ff06d72b9ddad84ae664f02f49823d8_---_Screenshot%202023-01-12%20214245.png,สัตว์เลี้ยง,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1235,ยินยอม
1250,276cdd6db5,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/c217dcb26654c84cc55635f355749ce4_---_Screenshot%202023-01-12%20231803.png,บ้าน,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1250,ยินยอม
1276,2aeb8788c2,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ae31dae9dc3847dc7f1b21c2afbba60a_---_Screenshot%202023-01-12%20233138.png,การใช้บัตรเครดิต,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1276,ยินยอม
1279,10c3f8aaa5,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/d7c3b405395500620ee45c33150eb907_---_Screenshot%202023-01-12%20234523.png,การรีไซเคิล,คนในครอบครัว (Family),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1279,ยินยอม
1280,d21db0b9d6,https://www.api.wang.in.th:3001/static/pictures/answer/625d827baf135a319223d082/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/34fd4bb45fb112d31cab6dc0b301314a_---_Screenshot%202023-01-12%20235715.png,การดูแลผู้สูงอายุ,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1280,ยินยอม
1335,b7016ebf9d,https://www.api.wang.in.th:3001/static/pictures/answer/61d7dac7d342ab39e200d2e4/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/99ddb34fc1aa3e83419286ef2432a4f4_---_Screenshot%202023-01-13%20121031.jpg,สัตว์เลี้ยง,คู่รัก (Love Partner),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1335,ยินยอม
1340,bb42d901bc,https://www.api.wang.in.th:3001/static/pictures/answer/63c0e5b2ef09a6377a6d96e8/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/487215dddd405a80293e5bf22e794d61_---_1673589975313.jpg,สัตว์เลี้ยง,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1340,ยินยอม
1343,1b23331b79,https://www.api.wang.in.th:3001/static/pictures/answer/63c0d9b46898043724e76588/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/a033f4ba89db6a12d6b19558ad237c7c_---_Capture99.PNG,ดนตรี,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1343,ยินยอม
1363,dbd5006714,https://www.api.wang.in.th:3001/static/pictures/answer/63c0d9b46898043724e76588/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/934a8b2964ddec415ea485448cb25d59_---_S__13221892.jpg,ภาพยนตร์,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1363,ยินยอม
1376,fb49aa9c88,https://www.api.wang.in.th:3001/static/pictures/answer/63c10e8160cc6f379c2de0ed/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/b52e2be024ea586456bb3fd8ce576b53_---_image_2023-01-13_160153941.png,ดนตรี,เพื่อน (Friend),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/1376,ยินยอม
1408,น้ำ นน มาย,https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/0ce39ab565839b49ed85d1db9798ac53_---_Screenshot_2023-01-13-17-13-55-485_com.android.chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/5459403e235bd8654087b29177f1b67f_---_Screenshot_2023-01-13-17-13-53-248_com.android.chrome.jpg,ร้านอาหาร,เพื่อน (Friend),สนิทกันมาก,บอกไม่ได้,http://181.215.78.221:5000/chat_room/1408,ยินยอม
1411,427d4bdb-4ed1-4aca-8dcd-42fb0a700a76,https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/d4f5d39a9a7d4633c7351450d44a3bf5_---_Screenshot_2023-01-13-17-24-37-336_com.android.chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/8339ff2e179d7628ba98cedf44b5d200_---_Screenshot_2023-01-13-17-24-40-046_com.android.chrome.jpg,สภาพอากาศ,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1411,ยินยอม
1417,dd46f5d9-e313-4a13-a79a-ec4993fe13ba,https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/657a01fdd25faebfdcbeaadd00f461fc_---_Screenshot_2023-01-13-17-33-21-632_com.android.chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/bd4128e401f0efab9f0d2495cc8daebe_---_Screenshot_2023-01-13-17-33-24-261_com.android.chrome.jpg,ชีวิตครอบครัว,คู่รัก (Love Partner),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1417,ยินยอม
1419,http://181.215.78.221:5000/login?token=cee26d3f-f733-427c-94d6-0e0bbc8a1e40,https://www.api.wang.in.th:3001/static/pictures/answer/63c0121e498590195bd5ab2e/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ade6c116d7d2a9ec7092e4f71bcf9a10_---_Screenshot_20230113_172935.jpg,สัตว์เลี้ยง,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1419,ยินยอม
1423,b5717138-f9f6-4c09-8867-9805250a362a,https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/bbfb447197ef1e4c1398c80e28ac1a3e_---_Screenshot_2023-01-13-17-40-59-428_com.android.chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/da7eaacb521d7a10fb124a38fcfeb72a_---_Screenshot_2023-01-13-17-41-01-879_com.android.chrome.jpg,ซื้อรถ,คู่รัก (Love Partner),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1423,ยินยอม
1424,e4ec655a-b54d-4a98-b7d4-cf92164bf52d,https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/d48e6ae6e8c159c2a945432d2776f627_---_Screenshot_2023-01-13-17-50-33-095_com.android.chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/db8623e262da7d59424c8d1e71af1ea6_---_Screenshot_2023-01-13-17-50-35-164_com.android.chrome.jpg,ออกกำลังกายและฟิตเนส,คู่รัก (Love Partner),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1424,ยินยอม
1472,e736ed6c23,https://www.api.wang.in.th:3001/static/pictures/answer/63bfa75fda67f7f5ebaf2a01/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/c75843a83a8802f805950944d84e77df_---_Screenshot%202023-01-13%20at%2021.14.30.png,สัตว์เลี้ยง,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/1472,ยินยอม
1496,a9cb41a416,https://www.api.wang.in.th:3001/static/pictures/answer/63c163f6788dd9199235d83e/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/87879245fa57a8502fb88e09dd229591_---_1673621837310.jpg,สภาพอากาศ,เพื่อน (Friend),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/1496,ยินยอม
1498,bf19817ab6,https://www.api.wang.in.th:3001/static/pictures/answer/63c166c4ef09a6377a6daa55/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/4dc2346c73576e9f3cc8b0e66576332a_---_AC45A582-9674-4FE3-ABAA-2B30426142F5.png,ออกกำลังกายและฟิตเนส,คู่รัก (Love Partner),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1498,ยินยอม
1537,5a69eb7c741,https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/4c9fd9e45618c35b77befca87c0af486_---_Screenshot_20230114-012446_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2e483700bbf7aaa104dee92568cc22b7_---_Screenshot_20230114-012440_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/0951da8aa4b39dfcf7116757cc3bbe03_---_Screenshot_20230114-012408_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/eb8d8b5a88d9c44a88662387b5eb1afb_---_Screenshot_20230114-012402_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/36a7ca0f7e50c43d6f489ca50c70da4d_---_Screenshot_20230114-012354_Chrome.jpg,ร้านอาหาร,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1537,ยินยอม
1541,b93b585776,https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/aa0c533deadbcdf1dbc0eb03a1642503_---_Screenshot_20230114-014013_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/eff0b12a3389afcbe80d22a4dbeb367a_---_Screenshot_20230114-014008_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/f55b39bdb03cd5c618448dbe26a33a5f_---_Screenshot_20230114-013952_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/98a5fc9f4b764d1d21fb4457ca93fe1e_---_Screenshot_20230114-013944_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/310a4ede4ba9ebae0186d7d2c4af8fc5_---_Screenshot_20230114-013909_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/aca2cb8a90a833598382ca82e4074bfa_---_Screenshot_20230114-013901_Chrome.jpg,ชีวิตครอบครัว,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/1541,ยินยอม
1544,0f7a003386,https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6724e55a79042a6e3ed0a1167e1e735f_---_Screenshot_20230114-015357_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/97d6fe62d995e011a5e3c84d53a88fb9_---_Screenshot_20230114-015351_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/a4c906d993935d0bf3a0a514ea704652_---_Screenshot_20230114-015344_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/17d6a2f981180dce631caaa0536193b2_---_Screenshot_20230114-015338_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/c931cd6c6d625e79ca8446dccc22a3ab_---_Screenshot_20230114-015332_Chrome.jpg,ซื้อรถ,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1544,ยินยอม
1550,dc036edb28,https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6238cb2f52235c3a0e5fdaf6c08a9064_---_Screenshot_20230114-020726_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/5cb48a736de00549ce095d03661796a2_---_Screenshot_20230114-020721_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/84193a5f09e7d5aba4bd5f739d1650d5_---_Screenshot_20230114-020713_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/e7d6c807078d3c4cd8f9a11f75d90aba_---_Screenshot_20230114-020707_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/55a3895423529ff32b8a8639b41e6c9d_---_Screenshot_20230114-020700_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/742e4e391b33cc7a6f6050ec515b2989_---_Screenshot_20230114-020653_Chrome.jpg,ภาพยนตร์,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1550,ยินยอม
1555,B8e32cd342,https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/5486bc20c04685a5f84ba19156329812_---_Screenshot_20230114-023206_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ab7c8e7fccc67ec883ecadf1188bae02_---_Screenshot_20230114-023158_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/0369cd710a2f4689d9592de8817b9c11_---_Screenshot_20230114-023152_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/9c651c7993b803a24bf858d5dcaa03c2_---_Screenshot_20230114-023146_Chrome.jpg/https://www.api.wang.in.th:3001/static/pictures/answer/63c194c2788dd9199235e0af/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/a6dae6cc11cd65a123c3053e8afede7f_---_Screenshot_20230114-023139_Chrome.jpg,ฟุตบอล,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1555,ยินยอม
1558,21b360e9a5,https://www.api.wang.in.th:3001/static/pictures/answer/63c19b7860cc6f379c2df971/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ee046136879f0230b25fa0299c2d9b51_---_Screenshot_20230114_030003.jpg,ชีวิตครอบครัว,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/1558,ยินยอม
